date,origin_city,dest_city,departure_date_time,arrival_date_time,passengers
2023-05-14,Deborahshire,Deborahshire,2023-05-14 13:43,2023-05-16 09:36,128.0
2023-10-17,East Joseph,Lake Jessemouth,2023-10-17 02:35,2023-10-18 13:16,131.0
2022-08-14,Matthewton,East Dannyshire,2022-08-14 09:34,2022-08-16 10:01,54.0
2022-02-08,South Jacob,Boonetown,2022-02-08 18:40,2022-02-09 05:40,125.0
2023-02-15,Lake Allisonmouth,Perezborough,2023-02-15 17:36,2023-02-17 03:37,103.0
2022-09-27,West Cynthiabury,Morrisonstad,2022-09-27 04:04,2022-09-28 11:44,53.0
2022-01-17,Boonetown,Yoderhaven,2022-01-17 06:04,2022-01-18 09:43,75.0
2022-12-04,Lake Jessemouth,South Markland,2022-12-04 12:21,2022-12-06 06:42,155.0
2023-03-03,North Amanda,Lake Christopher,2023-03-03 00:08,2023-03-05 21:57,171.0
2022-11-04,South Markland,West Susan,2022-11-04 23:02,2022-11-06 20:52,91.0
2022-02-12,South Jacob,Vargasview,2022-02-12 11:21,2022-02-13 17:18,97.0
,Barbaraside,Lake Christopher,,,101.0
2022-01-27,Maldonadoland,Stephanieborough,2022-01-27 11:15,2022-01-29 04:22,61.0
2023-04-30,Matthewstad,Vargasview,2023-04-30 12:59,2023-05-02 21:59,116.0
2023-10-07,South Andreburgh,Yoderhaven,2023-10-07 21:32,2023-10-09 17:04,135.0
2023-08-16,Matthewton,Bellland,2023-08-16 03:00,2023-08-17 01:21,
2022-03-01,West Cynthiabury,East Dannyshire,2022-03-01 14:08,2022-03-03 10:44,
2022-11-09,East Victoriaton,Vargasview,2022-11-09 23:06,2022-11-11 20:33,152.0
,Jennifershire,Jennifershire,,,184.0
,Matthewstad,Lake Joshuaport,,,
2022-10-05,Yoderhaven,East Dannyshire,2022-10-05 02:24,2022-10-07 23:10,84.0
2022-07-02,Boonetown,Leeside,2022-07-02 21:31,2022-07-04 03:41,143.0
,Rachelmouth,Vargasview,,,98.0
2023-03-07,East Cynthiafort,East Alexander,2023-03-07 19:22,2023-03-08 09:18,75.0
2023-01-25,East Alexander,West Susan,2023-01-25 16:34,2023-01-26 01:49,184.0
2023-09-19,Yoderhaven,Holmesburgh,2023-09-19 03:17,2023-09-21 15:35,135.0
2023-10-13,Boonetown,South Theresa,2023-10-13 04:16,2023-10-15 10:15,80.0
2022-04-14,Port Michael,Holmesburgh,2022-04-14 10:47,2022-04-15 16:20,59.0
2022-03-16,Lake Christopher,Webbstad,2022-03-16 04:34,2022-03-17 04:20,130.0
2023-09-14,Lake Christopher,Mcculloughhaven,2023-09-14 06:18,2023-09-16 17:31,79.0
2022-08-26,Lake Jessemouth,Diazville,2022-08-26 06:33,2022-08-27 00:30,183.0
2022-06-18,South Luis,Diazville,2022-06-18 13:42,2022-06-20 08:02,185.0
2022-05-08,Lake Jessemouth,East Joseph,2022-05-08 22:32,2022-05-10 03:13,93.0
2023-12-08,South Jamesborough,Matthewton,2023-12-08 14:50,2023-12-09 15:04,127.0
2023-09-10,Stephanieborough,Coleland,2023-09-10 09:14,2023-09-12 20:50,148.0
2022-10-16,Huffside,Perezborough,2022-10-16 03:57,2022-10-18 03:13,182.0
2023-11-27,West Danastad,Vargasview,2023-11-27 05:50,2023-11-28 08:50,168.0
2023-12-16,Rachelmouth,East Dannyshire,2023-12-16 04:01,2023-12-17 15:56,
2023-02-07,South Jamesborough,Diazville,2023-02-07 06:14,2023-02-08 06:43,130.0
2023-01-06,Lake Christopher,Barbaraside,2023-01-06 16:48,2023-01-07 09:37,94.0
,Vargasview,East Dannyshire,,,67.0
,West Danastad,Holmesburgh,,,61.0
2023-06-21,South Markland,Jennifershire,2023-06-21 10:03,2023-06-23 15:00,161.0
2023-04-14,West Susan,Deborahshire,2023-04-14 10:04,2023-04-16 00:55,109.0
2022-12-19,Vargasview,Barbaraside,2022-12-19 04:44,2022-12-20 01:25,79.0
2023-11-09,Coleland,Barbaraside,2023-11-09 14:54,2023-11-11 10:12,152.0
,West Susan,East Cynthiafort,,,151.0
2022-10-24,Port Michael,East Alexander,2022-10-24 12:07,2022-10-25 09:45,157.0
2023-01-23,Matthewton,Diazville,2023-01-23 20:11,2023-01-25 05:20,152.0
2022-08-16,Huffside,East Alexander,2022-08-16 09:03,2022-08-18 03:17,172.0
2022-07-12,Jennifershire,South Jacob,2022-07-12 06:45,2022-07-13 23:22,169.0
2023-12-25,Lake Christopher,Yoderhaven,2023-12-25 00:28,2023-12-27 05:30,194.0
2023-01-17,Boonetown,South Theresa,2023-01-17 07:30,2023-01-18 17:44,123.0
2022-08-02,West Danastad,Howardton,2022-08-02 01:41,2022-08-03 04:55,60.0
2023-01-11,Lake Allisonmouth,Webbstad,2023-01-11 11:20,2023-01-13 01:37,186.0
2023-05-08,Barbaraside,Albertshire,2023-05-08 06:07,2023-05-10 17:16,183.0
2022-09-25,Vargasview,Lake Jessemouth,2022-09-25 11:47,2022-09-27 11:35,111.0
2022-06-29,South Andreburgh,Smithhaven,2022-06-29 22:51,2022-07-01 17:27,90.0
,Lake Allisonmouth,Morrisonstad,,,195.0
,Matthewton,Stephanieborough,,,183.0
2023-08-12,North Amanda,Jennifershire,2023-08-12 23:09,2023-08-13 23:11,139.0
2022-03-22,West Susan,South Jacob,2022-03-22 01:40,2022-03-23 15:35,78.0
2023-05-20,South Jacob,Port Michael,2023-05-20 20:58,2023-05-21 07:31,186.0
2023-07-01,North Evan,Coleland,2023-07-01 01:23,2023-07-03 16:34,59.0
2022-10-20,Barbaraside,Lake Allisonmouth,2022-10-20 18:02,2022-10-22 11:43,87.0
,Lake Megan,Lake Christopher,,,
2023-02-15,Lake Joshuaport,Diazville,2023-02-15 01:42,2023-02-17 04:42,
,East Dannyshire,West Kyleborough,,,63.0
2023-11-12,East Victoriaton,Jennifershire,2023-11-12 09:19,2023-11-14 19:16,127.0
2022-08-15,North Amanda,Lake Joshuaport,2022-08-15 17:59,2022-08-17 11:44,94.0
2023-01-24,Lake Megan,South Heidi,2023-01-24 00:45,2023-01-26 04:32,91.0
2022-01-22,East Alexander,Howardton,2022-01-22 07:40,2022-01-24 01:26,60.0
,South Theresa,Bellland,,,110.0
2022-05-12,Deborahshire,West Kyleborough,2022-05-12 08:13,2022-05-13 02:50,135.0
2023-02-12,Lake Allisonmouth,South Jacob,2023-02-12 17:23,2023-02-14 22:34,109.0
,South Theresa,Vargasview,,,102.0
,Yoderhaven,East Alexander,,,118.0
2023-02-18,South Andreburgh,Mcculloughhaven,2023-02-18 14:18,2023-02-19 20:53,107.0
2022-06-23,Maldonadoland,East Joseph,2022-06-23 01:53,2022-06-25 22:40,100.0
2022-03-07,West Cynthiabury,Webbstad,2022-03-07 01:26,2022-03-08 15:09,160.0
2023-11-14,Matthewton,South Jamesborough,2023-11-14 14:40,2023-11-15 02:27,176.0
2022-11-02,Matthewton,Barbaraside,2022-11-02 18:41,2022-11-04 07:49,84.0
2023-05-21,East Victoriaton,Davishaven,2023-05-21 11:08,2023-05-22 19:41,197.0
2023-11-10,Port Michael,Howardton,2023-11-10 22:43,2023-11-12 13:44,173.0
2023-02-19,South Andreburgh,East Cynthiafort,2023-02-19 22:25,2023-02-21 04:06,117.0
2022-06-18,Holmesburgh,East Dannyshire,2022-06-18 01:21,2022-06-19 06:19,191.0
2023-12-27,Webbstad,North Amanda,2023-12-27 08:35,2023-12-28 14:24,150.0
2023-03-16,East Dannyshire,Port Michael,2023-03-16 14:28,2023-03-17 17:27,59.0
2023-04-26,Rachelmouth,Lake Jessemouth,2023-04-26 11:15,2023-04-28 03:10,73.0
2023-05-27,Webbstad,Coleland,2023-05-27 07:18,2023-05-28 16:22,178.0
2023-05-16,Lake Jessemouth,Bellland,2023-05-16 14:10,2023-05-18 03:20,75.0
2023-01-14,East Alexander,Morrisonstad,2023-01-14 04:30,2023-01-15 03:35,137.0
2022-12-02,Diazville,Coleland,2022-12-02 06:15,2022-12-04 00:03,
,Boonetown,East Joseph,,,164.0
2023-09-25,West Susan,Lake Joshuaport,2023-09-25 23:26,2023-09-27 18:03,77.0
,Deborahshire,Stephanieborough,,,
2023-02-19,West Cynthiabury,East Dannyshire,2023-02-19 23:06,2023-02-20 13:44,59.0
2022-02-27,Matthewstad,East Dannyshire,2022-02-27 07:02,2022-02-28 18:10,75.0
,Deborahshire,South Jacob,,,111.0
,Diazville,Holdenton,,,82.0
2022-03-22,East Joseph,West Kyleborough,2022-03-22 12:30,2022-03-23 00:11,62.0
2022-08-15,Albertshire,South Markland,2022-08-15 01:49,2022-08-16 10:12,172.0
2023-09-08,Holdenton,West Kyleborough,2023-09-08 15:51,2023-09-09 07:27,
2022-05-08,Lake Megan,Leeside,2022-05-08 08:04,2022-05-09 10:52,146.0
,Lake Allisonmouth,East Alexander,,,197.0
2023-05-07,Holmesburgh,Bellland,2023-05-07 10:39,2023-05-09 11:42,123.0
2023-02-03,Diazville,Vargasview,2023-02-03 18:15,2023-02-04 11:40,192.0
2022-04-10,Lake Joshuaport,South Jacob,2022-04-10 14:38,2022-04-12 14:03,187.0
,Coleland,Davishaven,,,
2023-03-26,Jennifershire,Smithhaven,2023-03-26 11:54,2023-03-27 14:35,112.0
2022-02-24,Matthewton,West Cynthiabury,2022-02-24 13:46,2022-02-26 08:38,
,South Jacob,South Heidi,,,154.0
2022-10-29,Holdenton,Jennifershire,2022-10-29 13:03,2022-10-31 01:12,80.0
2023-03-06,Rachelmouth,Bellland,2023-03-06 09:59,2023-03-07 18:02,54.0
,West Danastad,Morrisonstad,,,75.0
,West Susan,Deborahshire,,,75.0
2022-05-25,West Susan,West Susan,2022-05-25 07:41,2022-05-26 14:02,114.0
2022-09-11,Matthewstad,Huffside,2022-09-11 20:24,2022-09-12 06:35,155.0
2023-08-22,Lake Christopher,Stephanieborough,2023-08-22 23:36,2023-08-24 14:28,132.0
,East Dannyshire,Mcculloughhaven,,,100.0
2023-12-28,Jennifershire,Matthewton,2023-12-28 19:31,2023-12-29 10:25,61.0
2022-03-27,West Kyleborough,West Danastad,2022-03-27 16:22,2022-03-29 09:27,183.0
,Jennifershire,South Jamesborough,,,91.0
,Lake Joshuaport,West Danastad,,,78.0
2022-11-07,East Dannyshire,Vargasview,2022-11-07 00:13,2022-11-08 03:08,99.0
2022-01-03,Albertshire,Boonetown,2022-01-03 12:54,2022-01-04 08:11,155.0
2023-05-21,West Susan,East Cynthiafort,2023-05-21 14:42,2023-05-22 09:32,109.0
,Matthewton,Lake Christopher,,,135.0
2022-01-01,East Victoriaton,Barbaraside,2022-01-01 00:42,2022-01-03 00:43,131.0
2023-04-21,North Evan,Port Michael,2023-04-21 00:36,2023-04-23 16:56,82.0
2023-01-09,Lake Allisonmouth,North Evan,2023-01-09 22:32,2023-01-10 19:13,61.0
2022-09-08,Coleland,Morrisonstad,2022-09-08 05:12,2022-09-10 20:25,83.0
2023-11-17,Webbstad,South Theresa,2023-11-17 08:25,2023-11-18 01:57,99.0
2022-09-14,South Markland,Coleland,2022-09-14 12:46,2022-09-15 10:57,102.0
2023-10-23,North Evan,Barbaraside,2023-10-23 21:26,2023-10-25 23:52,118.0
2023-01-02,East Victoriaton,East Joseph,2023-01-02 04:12,2023-01-04 12:54,
,Maldonadoland,South Jacob,,,198.0
,Maldonadoland,Port Michael,,,85.0
2023-02-26,Holdenton,South Andreburgh,2023-02-26 12:28,2023-02-27 23:54,195.0
2022-05-20,Vargasview,Smithhaven,2022-05-20 18:00,2022-05-21 13:28,153.0
2022-12-01,Perezborough,Webbstad,2022-12-01 01:11,2022-12-03 01:16,97.0
2023-01-16,Lake Allisonmouth,Yoderhaven,2023-01-16 04:57,2023-01-17 13:53,64.0
2022-04-04,Maldonadoland,Holdenton,2022-04-04 04:57,2022-04-06 09:03,163.0
,Jennifershire,Deborahshire,,,116.0
2022-04-05,North Evan,Bellland,2022-04-05 20:26,2022-04-06 20:09,
,Huffside,Lake Joshuaport,,,116.0
,Davishaven,North Evan,,,186.0
2022-02-08,Boonetown,Barbaraside,2022-02-08 16:22,2022-02-10 07:01,102.0
,South Markland,South Markland,,,126.0
2023-03-01,Webbstad,Jennifershire,2023-03-01 03:22,2023-03-03 15:52,196.0
2022-05-10,Lake Jessemouth,North Amanda,2022-05-10 15:50,2022-05-11 02:26,150.0
2023-12-22,East Victoriaton,East Cynthiafort,2023-12-22 12:12,2023-12-23 10:42,110.0
2023-03-17,Stephanieborough,Holdenton,2023-03-17 10:18,2023-03-18 13:10,
2022-12-17,East Cynthiafort,Huffside,2022-12-17 21:02,2022-12-18 20:48,153.0
2022-08-07,South Andreburgh,West Kyleborough,2022-08-07 07:43,2022-08-08 01:37,170.0
2022-06-19,Port Michael,East Joseph,2022-06-19 18:01,2022-06-20 09:00,174.0
2022-11-25,Coleland,Lake Allisonmouth,2022-11-25 15:40,2022-11-26 23:49,98.0
,West Kyleborough,Maldonadoland,,,164.0
,North Amanda,Davishaven,,,111.0
2022-01-01,Matthewton,South Andreburgh,2022-01-01 07:34,2022-01-02 20:52,113.0
2022-05-13,South Heidi,Smithhaven,2022-05-13 01:52,2022-05-15 19:15,93.0
,South Jacob,Diazville,,,132.0
2023-03-01,Mcculloughhaven,Smithhaven,2023-03-01 07:37,2023-03-02 17:47,179.0
2022-09-18,North Evan,West Susan,2022-09-18 10:33,2022-09-19 21:58,59.0
2023-02-22,Deborahshire,Matthewstad,2023-02-22 07:37,2023-02-23 03:14,
2023-06-06,Boonetown,Holmesburgh,2023-06-06 11:35,2023-06-07 14:19,126.0
2022-03-05,Bellland,West Cynthiabury,2022-03-05 23:43,2022-03-06 04:51,100.0
,Smithhaven,North Evan,,,178.0
2022-01-03,Maldonadoland,East Cynthiafort,2022-01-03 09:38,2022-01-04 09:08,187.0
,Smithhaven,Mcculloughhaven,,,129.0
2023-02-25,Diazville,Deborahshire,2023-02-25 01:11,2023-02-27 12:53,128.0
2022-10-10,Smithhaven,Leeside,2022-10-10 16:33,2022-10-11 21:38,98.0
2022-04-30,East Dannyshire,Lake Joshuaport,2022-04-30 16:25,2022-05-02 20:26,127.0
2022-08-04,Davishaven,Matthewstad,2022-08-04 03:20,2022-08-06 02:34,119.0
2022-04-28,Lake Christopher,Coleland,2022-04-28 15:25,2022-04-30 20:05,
,Holmesburgh,North Amanda,,,
2022-02-19,West Susan,Webbstad,2022-02-19 10:03,2022-02-21 11:11,190.0
2022-03-05,Yoderhaven,South Luis,2022-03-05 16:32,2022-03-06 07:45,165.0
2022-04-19,East Alexander,South Jacob,2022-04-19 18:32,2022-04-21 07:47,68.0
2023-04-08,Yoderhaven,Holdenton,2023-04-08 08:55,2023-04-10 09:35,56.0
2022-11-15,Mcculloughhaven,Deborahshire,2022-11-15 23:53,2022-11-17 10:31,94.0
,Stephanieborough,Webbstad,,,189.0
2023-08-26,Maldonadoland,South Luis,2023-08-26 01:19,2023-08-28 03:46,
2022-01-27,South Theresa,South Heidi,2022-01-27 01:10,2022-01-29 18:58,121.0
2022-08-24,Lake Allisonmouth,South Luis,2022-08-24 11:41,2022-08-26 00:59,156.0
2022-05-02,Morrisonstad,South Jamesborough,2022-05-02 01:25,2022-05-04 19:22,74.0
2022-10-24,Diazville,South Andreburgh,2022-10-24 16:08,2022-10-25 17:07,101.0
,South Andreburgh,Barbaraside,,,72.0
2023-11-23,East Victoriaton,North Amanda,2023-11-23 19:16,2023-11-24 09:51,135.0
,Lake Megan,Vargasview,,,150.0
2022-12-01,South Jacob,South Theresa,2022-12-01 06:12,2022-12-02 21:58,84.0
,Lake Allisonmouth,Lake Christopher,,,198.0
2022-09-26,West Kyleborough,North Evan,2022-09-26 17:51,2022-09-27 08:38,148.0
2023-10-28,West Kyleborough,Deborahshire,2023-10-28 18:23,2023-10-29 02:45,200.0
2022-03-18,Webbstad,Barbaraside,2022-03-18 23:34,2022-03-19 15:22,141.0
,South Theresa,Stephanieborough,,,58.0
2023-04-06,Jennifershire,Holdenton,2023-04-06 04:13,2023-04-08 04:43,87.0
2022-06-09,Lake Jessemouth,West Kyleborough,2022-06-09 21:16,2022-06-11 03:27,104.0
2022-10-24,Morrisonstad,Holdenton,2022-10-24 05:48,2022-10-26 09:37,111.0
2023-11-13,Deborahshire,East Alexander,2023-11-13 17:23,2023-11-15 00:30,157.0
,Lake Joshuaport,Stephanieborough,,,168.0
2023-12-27,East Joseph,Mcculloughhaven,2023-12-27 05:17,2023-12-28 01:08,
2022-11-11,East Cynthiafort,Perezborough,2022-11-11 17:37,2022-11-13 16:14,108.0
2022-04-27,Coleland,South Jacob,2022-04-27 18:55,2022-04-28 10:10,57.0
2022-09-11,Matthewton,East Joseph,2022-09-11 17:26,2022-09-13 22:38,
2022-01-18,Davishaven,West Susan,2022-01-18 02:10,2022-01-20 11:42,165.0
2023-05-30,Deborahshire,West Cynthiabury,2023-05-30 13:06,2023-05-31 00:24,67.0
,West Susan,Howardton,,,146.0
,Boonetown,West Susan,,,95.0
,Davishaven,Lake Megan,,,154.0
2023-01-06,South Andreburgh,Holmesburgh,2023-01-06 20:35,2023-01-07 23:08,155.0
2022-06-18,Smithhaven,East Dannyshire,2022-06-18 06:03,2022-06-19 09:39,157.0
2022-01-07,South Luis,Lake Megan,2022-01-07 01:36,2022-01-09 20:24,142.0
2022-12-04,Leeside,West Kyleborough,2022-12-04 03:29,2022-12-06 22:47,158.0
2023-11-09,West Kyleborough,East Dannyshire,2023-11-09 22:05,2023-11-11 21:05,76.0
,Leeside,South Heidi,,,114.0
2022-04-28,Howardton,West Cynthiabury,2022-04-28 07:19,2022-04-30 13:45,128.0
2022-05-03,Coleland,Matthewton,2022-05-03 03:12,2022-05-04 02:01,141.0
2022-10-25,East Dannyshire,Davishaven,2022-10-25 13:45,2022-10-26 15:31,102.0
2022-04-09,South Jacob,Coleland,2022-04-09 20:23,2022-04-10 11:23,200.0
2022-08-25,South Markland,Holmesburgh,2022-08-25 08:06,2022-08-26 02:51,110.0
,Lake Jessemouth,Deborahshire,,,74.0
2023-08-28,Howardton,Vargasview,2023-08-28 07:39,2023-08-30 07:27,160.0
,Lake Allisonmouth,Albertshire,,,54.0
2022-02-11,Albertshire,Morrisonstad,2022-02-11 01:23,2022-02-12 03:41,192.0
2023-11-07,Huffside,Vargasview,2023-11-07 07:16,2023-11-08 07:35,133.0
,Davishaven,Yoderhaven,,,98.0
,Lake Megan,East Alexander,,,172.0
2022-12-02,Vargasview,Vargasview,2022-12-02 16:10,2022-12-04 17:52,104.0
,Lake Jessemouth,South Heidi,,,156.0
,North Amanda,Stephanieborough,,,122.0
2022-02-18,East Alexander,Vargasview,2022-02-18 23:01,2022-02-19 03:41,84.0
,Jennifershire,East Dannyshire,,,87.0
,Lake Megan,East Alexander,,,
2022-09-09,Jennifershire,Perezborough,2022-09-09 12:04,2022-09-10 12:58,169.0
2023-08-01,Holdenton,Mcculloughhaven,2023-08-01 03:37,2023-08-02 16:30,164.0
,Huffside,West Kyleborough,,,184.0
2023-01-15,East Dannyshire,Yoderhaven,2023-01-15 20:13,2023-01-16 15:19,191.0
2023-10-12,East Joseph,Barbaraside,2023-10-12 09:23,2023-10-13 08:15,95.0
2023-08-15,West Danastad,East Joseph,2023-08-15 06:46,2023-08-16 22:44,123.0
2023-02-13,Perezborough,Port Michael,2023-02-13 07:08,2023-02-15 15:33,106.0
2023-05-05,Deborahshire,Rachelmouth,2023-05-05 06:07,2023-05-06 20:04,159.0
2023-11-21,Mcculloughhaven,Howardton,2023-11-21 21:00,2023-11-22 03:39,150.0
2022-04-14,Holdenton,Maldonadoland,2022-04-14 13:06,2022-04-16 06:06,188.0
2022-03-28,Rachelmouth,South Jamesborough,2022-03-28 13:12,2022-03-29 17:26,141.0
2022-04-02,Lake Allisonmouth,Maldonadoland,2022-04-02 16:53,2022-04-03 18:57,188.0
,Stephanieborough,Vargasview,,,168.0
,East Victoriaton,Lake Jessemouth,,,192.0
2022-04-04,Holmesburgh,Yoderhaven,2022-04-04 00:04,2022-04-05 02:50,109.0
2022-04-09,Deborahshire,Lake Megan,2022-04-09 21:43,2022-04-10 01:50,
2023-04-06,Lake Jessemouth,Albertshire,2023-04-06 12:47,2023-04-08 13:02,147.0
2023-03-04,Lake Joshuaport,Matthewton,2023-03-04 04:20,2023-03-06 05:28,
2022-06-19,Vargasview,East Cynthiafort,2022-06-19 19:44,2022-06-20 12:48,194.0
2023-08-29,Leeside,Lake Megan,2023-08-29 20:48,2023-08-30 18:03,
2022-05-22,South Heidi,Barbaraside,2022-05-22 11:47,2022-05-23 08:29,98.0
2023-02-09,Deborahshire,West Kyleborough,2023-02-09 06:12,2023-02-10 09:55,
2022-08-22,South Andreburgh,South Andreburgh,2022-08-22 03:07,2022-08-24 04:31,192.0
,West Susan,East Alexander,,,159.0
2022-06-19,Matthewstad,West Cynthiabury,2022-06-19 09:09,2022-06-20 19:43,76.0
2023-03-25,West Danastad,South Andreburgh,2023-03-25 16:11,2023-03-26 19:18,160.0
2023-06-23,Lake Christopher,Matthewstad,2023-06-23 11:00,2023-06-25 12:26,
2023-07-05,Deborahshire,North Evan,2023-07-05 00:52,2023-07-07 08:07,153.0
2023-06-05,West Kyleborough,Lake Joshuaport,2023-06-05 01:48,2023-06-07 12:43,84.0
,South Andreburgh,Bellland,,,105.0
,Leeside,Jennifershire,,,173.0
2023-11-01,Leeside,Lake Jessemouth,2023-11-01 15:48,2023-11-03 23:14,
,West Danastad,West Kyleborough,,,110.0
,East Dannyshire,Davishaven,,,61.0
,Lake Jessemouth,Mcculloughhaven,,,147.0
2023-08-02,Holmesburgh,Mcculloughhaven,2023-08-02 18:35,2023-08-03 04:14,148.0
,South Jamesborough,Holdenton,,,76.0
2022-10-30,Lake Jessemouth,South Jacob,2022-10-30 06:32,2022-11-01 13:19,198.0
2023-07-14,Yoderhaven,Diazville,2023-07-14 06:46,2023-07-16 20:35,175.0
2023-07-26,Huffside,Lake Allisonmouth,2023-07-26 22:22,2023-07-28 12:17,60.0
2023-05-07,Barbaraside,Lake Christopher,2023-05-07 16:56,2023-05-08 15:32,90.0
2022-08-26,Rachelmouth,Lake Jessemouth,2022-08-26 13:45,2022-08-28 09:43,101.0
2022-11-09,Holmesburgh,Lake Megan,2022-11-09 02:03,2022-11-11 20:44,108.0
2023-10-11,West Danastad,West Susan,2023-10-11 13:35,2023-10-13 18:51,85.0
2023-10-28,Lake Megan,Boonetown,2023-10-28 16:44,2023-10-30 20:23,
2023-05-13,West Susan,Webbstad,2023-05-13 07:10,2023-05-14 20:04,137.0
,North Amanda,South Markland,,,
2022-01-23,Bellland,South Andreburgh,2022-01-23 01:20,2022-01-25 03:05,166.0
2022-02-27,South Heidi,Yoderhaven,2022-02-27 02:27,2022-03-01 22:28,115.0
2023-11-20,Yoderhaven,West Susan,2023-11-20 19:55,2023-11-22 15:17,155.0
2023-10-31,Diazville,South Luis,2023-10-31 01:40,2023-11-01 18:56,80.0
2022-11-10,Barbaraside,Bellland,2022-11-10 03:18,2022-11-12 03:02,121.0
2023-09-13,Stephanieborough,East Alexander,2023-09-13 07:00,2023-09-15 12:17,60.0
2023-06-21,Howardton,Jennifershire,2023-06-21 09:03,2023-06-22 23:59,172.0
2022-07-15,Deborahshire,South Theresa,2022-07-15 13:24,2022-07-17 05:14,65.0
2023-01-05,Jennifershire,South Markland,2023-01-05 10:46,2023-01-07 22:32,184.0
2022-07-13,Webbstad,Holdenton,2022-07-13 12:57,2022-07-15 23:09,167.0
2023-08-12,East Alexander,Barbaraside,2023-08-12 17:04,2023-08-14 17:36,158.0
2022-02-26,Howardton,Rachelmouth,2022-02-26 03:15,2022-02-27 16:46,83.0
,Holdenton,Yoderhaven,,,165.0
2023-09-16,Holdenton,Lake Allisonmouth,2023-09-16 18:36,2023-09-18 16:33,55.0
,Albertshire,Matthewton,,,52.0
2023-03-04,Coleland,South Luis,2023-03-04 23:40,2023-03-06 11:17,55.0
2023-10-29,East Joseph,South Theresa,2023-10-29 08:48,2023-10-31 20:44,166.0
2023-06-02,West Cynthiabury,East Cynthiafort,2023-06-02 07:27,2023-06-04 05:46,140.0
2023-03-26,Lake Megan,Diazville,2023-03-26 12:03,2023-03-28 23:44,70.0
,Yoderhaven,Lake Christopher,,,111.0
,Holmesburgh,Smithhaven,,,61.0
2022-08-27,Howardton,Webbstad,2022-08-27 09:30,2022-08-28 22:13,170.0
2023-11-13,Mcculloughhaven,Rachelmouth,2023-11-13 09:34,2023-11-14 01:51,181.0
2022-11-23,Mcculloughhaven,Lake Allisonmouth,2022-11-23 23:27,2022-11-24 10:38,87.0
2022-08-24,South Andreburgh,Boonetown,2022-08-24 00:47,2022-08-25 09:20,171.0
,Matthewstad,West Danastad,,,66.0
2022-04-04,Morrisonstad,West Cynthiabury,2022-04-04 13:35,2022-04-06 08:02,
2023-08-25,Albertshire,Maldonadoland,2023-08-25 15:57,2023-08-26 16:11,111.0
2023-05-11,South Jacob,South Heidi,2023-05-11 18:54,2023-05-12 05:11,87.0
2022-02-28,South Jacob,Webbstad,2022-02-28 02:43,2022-03-01 01:23,65.0
,Vargasview,Deborahshire,,,118.0
2022-10-05,Leeside,Jennifershire,2022-10-05 11:06,2022-10-07 12:48,63.0
2022-12-20,West Cynthiabury,Lake Megan,2022-12-20 02:29,2022-12-22 00:18,165.0
2022-03-09,Mcculloughhaven,South Markland,2022-03-09 02:17,2022-03-10 20:49,95.0
2023-06-01,West Susan,Lake Joshuaport,2023-06-01 16:22,2023-06-02 11:01,152.0
2022-10-14,Mcculloughhaven,South Markland,2022-10-14 20:12,2022-10-16 01:54,130.0
2022-08-31,Perezborough,Port Michael,2022-08-31 17:29,2022-09-02 20:39,64.0
2022-04-23,Matthewstad,South Andreburgh,2022-04-23 04:59,2022-04-25 18:52,144.0
2022-08-09,Diazville,Webbstad,2022-08-09 18:54,2022-08-11 17:53,138.0
2023-09-16,Perezborough,West Susan,2023-09-16 17:00,2023-09-18 09:56,178.0
2023-12-06,Holdenton,Matthewstad,2023-12-06 03:22,2023-12-07 03:36,109.0
2023-02-04,Smithhaven,Diazville,2023-02-04 14:00,2023-02-06 20:40,135.0
2023-04-11,Maldonadoland,East Cynthiafort,2023-04-11 02:57,2023-04-13 07:46,110.0
2023-01-17,East Alexander,Maldonadoland,2023-01-17 23:14,2023-01-18 04:34,86.0
2022-02-05,East Alexander,Huffside,2022-02-05 11:42,2022-02-06 15:31,197.0
2023-12-06,East Joseph,East Cynthiafort,2023-12-06 20:17,2023-12-08 19:06,69.0
2023-11-02,Jennifershire,South Jacob,2023-11-02 00:31,2023-11-03 22:18,66.0
2023-04-25,Coleland,East Victoriaton,2023-04-25 15:13,2023-04-26 09:42,195.0
2022-08-21,East Cynthiafort,Matthewton,2022-08-21 22:31,2022-08-23 02:44,51.0
,Lake Jessemouth,South Jamesborough,,,110.0
,Maldonadoland,North Evan,,,159.0
2022-02-07,Lake Jessemouth,Barbaraside,2022-02-07 12:13,2022-02-08 22:34,159.0
2022-05-19,Holmesburgh,Howardton,2022-05-19 12:03,2022-05-20 20:08,
2022-03-02,Boonetown,South Jamesborough,2022-03-02 12:58,2022-03-03 08:30,
2023-11-12,Matthewton,Albertshire,2023-11-12 02:40,2023-11-13 17:06,91.0
2023-03-29,South Jacob,Holdenton,2023-03-29 11:34,2023-03-31 16:53,200.0
2023-05-15,West Danastad,East Victoriaton,2023-05-15 10:36,2023-05-17 06:35,150.0
,Perezborough,Vargasview,,,62.0
2022-09-27,Webbstad,West Susan,2022-09-27 09:10,2022-09-28 21:40,153.0
2023-06-23,East Alexander,East Alexander,2023-06-23 04:09,2023-06-25 05:30,146.0
2022-06-13,Vargasview,West Susan,2022-06-13 21:07,2022-06-14 12:43,82.0
